Frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32
2024-05-08 12:04:56,"-0.000, -0.000, 0.000","-0.035, -0.263, 2.528","-0.022, -0.263, 2.528","-0.016, -0.263, 2.523","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.249, 2.517","-0.000, -0.000, 0.000","-0.035, -0.197, 2.507","-0.000, -0.000, 0.000","0.116, -0.037, 2.567","-0.196, -0.084, 2.589","0.143, 0.228, 2.578","-0.396, -0.031, 2.595","0.135, 0.423, 2.556","-0.365, -0.178, 2.517","0.122, 0.507, 2.550","-0.375, -0.213, 2.545","0.102, 0.506, 2.545","-0.343, -0.226, 2.550","0.101, 0.477, 2.528","-0.000, -0.000, 0.000","0.004, 0.447, 2.470","-0.172, 0.444, 2.528","0.037, 0.772, 2.561","-0.193, 0.782, 2.550","0.122, 1.212, 2.872","-0.252, 1.189, 2.765","0.091, 1.246, 2.831","-0.236, 1.189, 2.671","0.218, 1.210, 2.612","-0.251, 1.218, 2.545"
2024-05-08 12:04:57,"-0.000, -0.000, 0.000","-0.035, -0.270, 2.528","-0.022, -0.269, 2.523","-0.009, -0.269, 2.517","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.249, 2.512","-0.000, -0.000, 0.000","-0.028, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.030, 2.578","-0.195, -0.077, 2.583","0.143, 0.241, 2.583","-0.428, -0.030, 2.589","0.121, 0.460, 2.545","-0.379, -0.179, 2.523","0.115, 0.533, 2.550","-0.395, -0.219, 2.545","0.095, 0.533, 2.550","-0.345, -0.217, 2.517","0.095, 0.512, 2.545","-0.000, -0.000, 0.000","0.004, 0.447, 2.475","-0.172, 0.445, 2.534","0.037, 0.772, 2.561","-0.195, 0.790, 2.578","0.122, 1.215, 2.879","-0.260, 1.194, 2.777","0.091, 1.240, 2.817","-0.238, 1.200, 2.695","0.217, 1.199, 2.589","-0.251, 1.218, 2.545"
2024-05-08 12:04:57,"-0.060, -0.234, 2.486","-0.035, -0.269, 2.523","-0.022, -0.269, 2.523","-0.009, -0.269, 2.517","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.248, 2.501","-0.000, -0.000, 0.000","-0.028, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.030, 2.578","-0.195, -0.077, 2.583","0.143, 0.241, 2.583","-0.000, -0.000, 0.000","0.115, 0.466, 2.539","-0.400, -0.186, 2.539","0.115, 0.537, 2.539","-0.000, -0.000, 0.000","0.095, 0.545, 2.545","-0.373, -0.231, 2.528","0.089, 0.520, 2.550","-0.358, -0.204, 2.512","0.010, 0.447, 2.470","-0.172, 0.445, 2.534","0.044, 0.784, 2.600","-0.201, 0.789, 2.572","0.122, 1.209, 2.865","-0.262, 1.195, 2.797","0.091, 1.246, 2.831","-0.238, 1.197, 2.689","0.219, 1.213, 2.618","-0.250, 1.213, 2.534"
2024-05-08 12:04:57,"-0.000, -0.000, 0.000","-0.035, -0.269, 2.523","-0.022, -0.269, 2.517","-0.009, -0.268, 2.512","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.248, 2.501","-0.000, -0.000, 0.000","-0.029, -0.197, 2.507","-0.000, -0.000, 0.000","0.115, -0.024, 2.556","-0.195, -0.077, 2.583","0.143, 0.249, 2.589","-0.000, -0.000, 0.000","0.115, 0.474, 2.550","-0.000, -0.000, 0.000","0.115, 0.544, 2.539","-0.000, -0.000, 0.000","0.095, 0.545, 2.545","-0.387, -0.238, 2.534","0.089, 0.520, 2.550","-0.374, -0.219, 2.534","0.010, 0.449, 2.481","-0.171, 0.443, 2.523","0.043, 0.772, 2.561","-0.201, 0.790, 2.578","0.122, 1.207, 2.858","-0.262, 1.198, 2.804","0.091, 1.246, 2.831","-0.246, 1.206, 2.708","0.218, 1.210, 2.612","-0.251, 1.218, 2.545"
2024-05-08 12:04:57,"-0.061, -0.236, 2.512","-0.035, -0.271, 2.534","-0.022, -0.270, 2.528","-0.009, -0.270, 2.528","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.249, 2.512","-0.000, -0.000, 0.000","-0.028, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.024, 2.567","-0.195, -0.077, 2.578","0.143, 0.248, 2.583","-0.000, -0.000, 0.000","0.115, 0.472, 2.539","-0.401, -0.200, 2.545","0.115, 0.546, 2.550","-0.000, -0.000, 0.000","0.095, 0.546, 2.550","-0.379, -0.237, 2.523","0.089, 0.525, 2.545","-0.365, -0.217, 2.517","0.010, 0.447, 2.475","-0.171, 0.443, 2.523","0.044, 0.779, 2.583","-0.201, 0.790, 2.578","0.123, 1.218, 2.886","-0.262, 1.198, 2.804","0.092, 1.255, 2.851","-0.245, 1.200, 2.695","0.218, 1.207, 2.606","-0.252, 1.221, 2.550"
2024-05-08 12:04:57,"-0.060, -0.234, 2.496","-0.035, -0.269, 2.523","-0.022, -0.269, 2.523","-0.009, -0.269, 2.517","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.010, -0.248, 2.501","-0.000, -0.000, 0.000","-0.028, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.024, 2.572","-0.195, -0.077, 2.583","0.143, 0.249, 2.589","-0.000, -0.000, 0.000","0.115, 0.472, 2.539","-0.401, -0.200, 2.545","0.115, 0.545, 2.545","-0.000, -0.000, 0.000","0.095, 0.543, 2.534","-0.379, -0.237, 2.528","0.088, 0.524, 2.539","-0.366, -0.218, 2.528","0.010, 0.452, 2.501","-0.171, 0.442, 2.517","0.043, 0.772, 2.561","-0.200, 0.784, 2.556","0.122, 1.215, 2.879","-0.262, 1.198, 2.804","0.091, 1.243, 2.824","-0.247, 1.208, 2.714","0.219, 1.213, 2.618","-0.251, 1.215, 2.539"
2024-05-08 12:04:57,"-0.000, -0.000, 0.000","-0.035, -0.270, 2.528","-0.022, -0.269, 2.523","-0.009, -0.269, 2.517","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.017, -0.249, 2.512","-0.000, -0.000, 0.000","-0.028, -0.196, 2.496","-0.000, -0.000, 0.000","0.116, -0.024, 2.572","-0.195, -0.077, 2.578","0.144, 0.249, 2.595","-0.000, -0.000, 0.000","0.115, 0.472, 2.539","-0.402, -0.200, 2.550","0.115, 0.544, 2.539","-0.000, -0.000, 0.000","0.095, 0.545, 2.545","-0.379, -0.244, 2.528","0.089, 0.525, 2.545","-0.359, -0.218, 2.523","0.010, 0.449, 2.481","-0.172, 0.445, 2.534","0.043, 0.772, 2.561","-0.201, 0.789, 2.572","0.123, 1.218, 2.886","-0.261, 1.193, 2.791","0.092, 1.249, 2.837","-0.246, 1.203, 2.701","0.218, 1.210, 2.612","-0.250, 1.213, 2.534"
2024-05-08 12:04:57,"-0.061, -0.236, 2.507","-0.035, -0.269, 2.523","-0.022, -0.269, 2.517","-0.009, -0.268, 2.512","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.017, -0.249, 2.512","-0.000, -0.000, 0.000","-0.022, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.024, 2.578","-0.195, -0.077, 2.583","0.143, 0.248, 2.578","-0.000, -0.000, 0.000","0.114, 0.471, 2.534","-0.403, -0.201, 2.556","0.115, 0.546, 2.550","-0.000, -0.000, 0.000","0.095, 0.546, 2.550","-0.377, -0.242, 2.512","0.089, 0.520, 2.550","-0.358, -0.217, 2.517","0.010, 0.449, 2.486","-0.171, 0.443, 2.523","0.044, 0.784, 2.600","-0.201, 0.789, 2.572","0.123, 1.224, 2.900","-0.262, 1.198, 2.804","0.092, 1.252, 2.844","-0.246, 1.203, 2.701","0.218, 1.210, 2.612","-0.251, 1.218, 2.545"
2024-05-08 12:04:57,"-0.000, -0.000, 0.000","-0.035, -0.269, 2.523","-0.022, -0.269, 2.523","-0.009, -0.269, 2.517","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.017, -0.248, 2.501","-0.000, -0.000, 0.000","-0.022, -0.196, 2.501","-0.000, -0.000, 0.000","0.116, -0.024, 2.572","-0.195, -0.077, 2.583","0.143, 0.248, 2.583","-0.000, -0.000, 0.000","0.115, 0.467, 2.545","-0.404, -0.201, 2.561","0.114, 0.543, 2.534","-0.000, -0.000, 0.000","0.095, 0.544, 2.539","-0.378, -0.243, 2.517","0.088, 0.515, 2.528","-0.362, -0.219, 2.545","0.010, 0.447, 2.475","-0.171, 0.442, 2.517","0.043, 0.772, 2.561","-0.201, 0.787, 2.567","0.122, 1.215, 2.879","-0.262, 1.195, 2.797","0.091, 1.246, 2.831","-0.246, 1.206, 2.708","0.218, 1.210, 2.612","-0.251, 1.215, 2.539"
2024-05-08 12:04:57,"-0.061, -0.236, 2.512","-0.035, -0.270, 2.528","-0.022, -0.269, 2.523","-0.009, -0.269, 2.523","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","-0.000, -0.000, 0.000","0.017, -0.249, 2.517","-0.000, -0.000, 0.000","-0.022, -0.197, 2.507","-0.000, -0.000, 0.000","0.116, -0.024, 2.567","-0.195, -0.083, 2.583","0.143, 0.248, 2.583","-0.426, -0.030, 2.578","0.115, 0.468, 2.550","-0.397, -0.208, 2.561","0.114, 0.541, 2.528","-0.000, -0.000, 0.000","0.095, 0.543, 2.534","-0.371, -0.243, 2.517","0.088, 0.518, 2.539","-0.360, -0.218, 2.528","0.010, 0.451, 2.496","-0.172, 0.444, 2.528","0.044, 0.779, 2.583","-0.202, 0.792, 2.583","0.123, 1.224, 2.900","-0.262, 1.195, 2.797","0.091, 1.246, 2.831","-0.246, 1.203, 2.701","0.218, 1.207, 2.606","-0.251, 1.215, 2.539"
